No.,業種,詳細業種,業態,営業所名称,営業所郵便番号,営業所所在地,営業所電話番号,許可番号（号）,施行日,有効期限
2313,飲食店,めん類,,らーめん福の神　学園店,910-0026,福井市光陽２丁目２－３１,0776-97-8239,福井市指令生衛第20-1-482号,3/31/21,2/29/28
2314,飲食店,めん類,,らーめん門,910-0851,福井市米松２丁目１－１８１Ｆ,0776-54-0737,福井市指令生衛第20-2-230号,6/26/20,7/31/25
2315,麺類製造業,麺類製造業,,らーめん門,910-0851,福井市米松２丁目１－１８１Ｆ,0776-54-0737,福井市指令生衛第22-3-317号,1/25/23,7/31/28
2316,飲食店,軽食,,ラァンブル,910-0033,福井市三郎丸１丁目101,0776-21-7105,福井市指令生衛第20-2-734号,1/21/21,2/28/26
2317,飲食店営業,一般食堂・レストラン等,ラーメン店,ラー麺ずんどう屋　福井大和田店,910-0802,福井市大和田町２０－４７,,福井市指令生衛第23-3-189号,10/13/23,12/31/28
2318,飲食店営業,一般食堂・レストラン等,ラーメン屋,らぁ麺まほろば福大前西福井店,910-0017,福井市文京４丁目３０２クルサ１Ｆ,,福井市指令生衛第23-3-243号,11/14/23,2/28/29
2319,飲食店営業,その他,ラーメン屋,らぁ麺食堂　Ｗ,910-0851,福井市米松１丁目１５－２８,0776-97-9720,福井市指令生衛第22-3-152号,9/9/22,7/31/29
2320,麺類製造業,麺類製造業,ラーメン屋,らぁ麺食堂　Ｗ,910-0851,福井市米松１丁目１５－２８,0776-97-9720,福井市指令生衛第22-3-153号,9/9/22,7/31/29
2321,そうざい製造業,そうざい製造業,ラーメン屋,らぁ麺食堂　Ｗ,910-0851,福井市米松１丁目１５－２８,0776-97-9720,福井市指令生衛第22-3-154号,9/9/22,7/31/29
2322,飲食店営業,その他,飲食店（和洋食）,らいじんぐ,910-0002,福井市町屋１丁目３－５マルタケビル１階１０２,,福井市指令生衛第21-3-65号,7/29/21,1/31/27
2323,そうざい製造業,そうざい製造業,,らいじんぐ,910-0002,福井市町屋１丁目３－５マルタケビル１階１０２,,福井市指令生衛第24-3-303号,10/31/24,1/31/30
2324,飲食店営業,仕出し屋・弁当屋,配食業,ライフデリ　福井店,918-8026,福井市渕２丁目１５０６山一ビル　２０２号,0776-97-6835,福井市指令生衛第22-3-287号,1/6/23,5/31/28
2325,飲食店営業,その他,スナック,ラウンジ　ｅｍｂｅｌｌｉｒ,910-0023,福井市順化２丁目１９－１３ウエルカムビル２Ｆ,,福井市指令生衛第23-4-566号,4/16/24,4/30/29
2326,飲食店営業,その他,ラウンジ,ラウンジ　ＴＳＵＢＡＫＩ,910-0023,福井市順化１丁目７－８エドモンド片町　１Ｆ,0776-97-6706,福井市指令生衛第22-3-255号,11/21/22,3/31/28
2327,飲食店,社交飲食,,ラウンジ　サオマイ,910-0023,福井市順化１丁目１７－１５オリエンタル５ビル４Ｆ４０１号,0776-25-0234,福井市指令生衛第20-1-370号,12/16/20,3/31/26
2328,飲食店,社交飲食,,ラウンジ　ひまり,910-0023,福井市順化１丁目２１ー５エレガンテ片町２０２,,福井市指令生衛第20-1-371号,12/14/20,3/31/26
2329,飲食店営業,その他,ラウンジ,ラウンジ　リアン,910-0023,福井市順化１丁目１５－９スカイパレスビル３階３０２　３０３,0776-21-5388,福井市指令生衛第22-4-357号,1/19/23,3/31/28
2330,飲食店営業,その他,ラウンジ,ラウンジ　リアン,910-3121,福井市佐野町１４－８,0776-83-1929,福井市指令生衛第23-4-25号,5/18/23,7/31/28
2331,飲食店営業,その他,ラウンジ,ラウンジ　リアン,910-0023,福井市順化２丁目１２－１ＫＴ９ビル１Ａ,0776-21-5388,福井市指令生衛第23-3-278号,12/26/23,4/30/29
2332,飲食店営業,その他,ラウンジ,ラウンジ　阿吽,910-0023,福井市順化１丁目２４－１９こおりビルＢ１,0776-89-1277,福井市指令生衛第22-3-367号,3/13/23,3/31/28
2333,飲食店営業,その他,ラウンジ,ラウンジ　雪ほたる,910-0023,福井市順化１丁目１７－８勝ビル　１Ｆ　１号室,0776-26-0195,福井市指令生衛第21-3-80号,9/10/21,3/31/27
2334,飲食店営業,その他,ラウンジ,ラウンジ　美麗,910-0023,福井市順化２丁目１２－１４プリンスビル１階１０２,0776-29-2285,福井市指令生衛第23-4-475号,2/2/24,4/30/29
2335,飲食店,社交飲食,,ラウンジ　姫,910-0023,福井市順化１丁目１７―２０アミール片町２Ｆ,0776-22-1117,福井市指令生衛第20-2-878号,2/18/21,3/31/26
2336,飲食店営業,その他,ラウンジ,ラウンジ　凛,910-0023,福井市順化１丁目１７－９ビックラウンドビル２Ｆ,0776-27-3055,福井市指令生衛第24-4-329号,1/16/25,3/31/30
2337,飲食店営業,その他,ラウンジ,ラウンジ縁,910-0023,福井市順化１丁目１７－２０アミール片町ビル　２－Ａ,,福井市指令生衛第24-3-296号,11/29/24,3/31/30
2338,飲食店営業,その他,ラウンジ,ラウンヂ　Ｓｏｒａ,910-0023,福井市順化１丁目７－９片町バレービル３階　３－Ａ,,福井市指令生衛第23-4-568号,3/19/24,3/31/29
2339,飲食店,社交飲食,,ラタフィア,910-0019,福井市春山２丁目４―８松井ビル１Ｆ,0776-43-1217,福井市指令生衛第21-2-35号,4/20/21,4/30/26
2340,飲食店営業,一般食堂・レストラン等,喫茶店,ラビット,918-8217,福井市印田町１８―４印田ゴルフセンター,0776-53-5766,福井市指令生衛第21-4-87号,6/15/21,7/31/26
2341,飲食店営業,その他,スナック,ラブ,910-0023,福井市順化１丁目１８－８開明ビル１階１０５,0776-25-7057,福井市指令生衛第21-4-643号,1/27/22,3/31/27
2342,飲食店営業,その他,スナック,ラフィーネ,910-0023,福井市順化１丁目１４－１３亜米利館　４Ｆ４０１,0776-26-1801,福井市指令生衛第23-4-408号,12/26/23,3/31/29
2343,飲食店営業,その他,スナック,ラメール,910-0023,福井市順化１丁目１５－９片町スカイパレスビル１Ｆ,0776-28-7066,福井市指令生衛第23-3-233号,10/19/23,3/31/29
2344,飲食店営業,一般食堂・レストラン等,結婚式場,ララシャンス　ベルアミー,910-0837,福井市高柳２丁目１００７,0776-52-0155,福井市指令生衛第21-4-433号,11/4/21,12/31/26
2345,飲食店,社交飲食,,ららら,910-0029,福井市日光２丁目１６―９,0776-28-1669,福井市指令生衛第20-2-787号,1/21/21,2/28/26
2346,飲食店営業,その他,スナック,りいな,910-0023,福井市順化１丁目７－５アルファ１ビル　５Ｆ,,福井市指令生衛第22-3-202号,10/7/22,3/31/28
2347,乳製品製造業,一般,,リカーワールド華　江守店,918-8025,福井市江守中２丁目１５１７,0776-34-3111,福井市指令生衛第20-2-16号,4/23/20,5/31/25
2348,酒類製造業,酒類製造業,,リカーワールド華　二の宮店,910-0011,福井市経田２丁目３０５,0776-25-0086,福井市指令生衛第21-3-309号,3/18/22,1/31/29
2349,食品の小分け業,食品の小分け業,,リカーワールド華　二の宮店,910-0011,福井市経田２丁目３０５,0776-25-0086,福井市指令生衛第22-4-295号,11/15/22,1/31/29
2350,菓子製造業,パン,,リカレパ,918-8106,福井市木田町９－２０,0776-35-0191,福井市指令生衛第21-4-293号,9/14/21,10/31/26
2351,そうざい製造業,そうざい製造業,,リカレパ,918-8106,福井市木田町９－２０,0776-35-0191,福井市指令生衛第22-4-141号,8/5/22,10/31/27
2352,飲食店営業,一般食堂・レストラン等,レストラン,リストランテ　Ａｇｇｉ,918-8231,福井市問屋町４丁目７０１,0776-26-6003,福井市指令生衛第24-4-11号,4/30/24,7/31/29
2353,飲食店営業,その他,喫茶店,リップル,910-0028,福井市学園２丁目１２－２５レジデンス大坂１Ｆ,0776-25-3966,福井市指令生衛第22-4-317号,11/24/22,2/29/28
2354,飲食店営業,その他,喫茶店,リド,910-0061,福井市舟橋新１丁目２０５,0776-23-0632,福井市指令生衛第21-4-484号,10/25/21,12/31/26
2355,飲食店営業,その他,ベーカリーカフェ,リトルマーメイドくるふ福井駅,910-0006,福井市中央１丁目１－２５くるふ福井駅㉖,0776-37-3165,福井市指令生衛第23-3-323号,2/21/24,11/30/29
2356,菓子製造業,菓子製造業,ベーカリーカフェ,リトルマーメイドくるふ福井駅,910-0006,福井市中央１丁目１－２５くるふ福井駅㉖,0776-37-3165,福井市指令生衛第23-3-324号,2/21/24,11/30/29
2357,飲食店営業,その他,スナック,リトル佐渡,910-0023,福井市順化１丁目１０－１５サエラビル　３Ｆ　３０１号室,0776-21-7435,福井市指令生衛第24-4-387号,1/17/25,3/31/30
2358,飲食店,軽食,,リビンフォー　グリーン,910-0006,福井市中央１丁目１７―１ビッグアップル２Ｆ,0776-25-5005,福井市指令生衛第20-2-477号,10/19/20,11/30/25
2359,飲食店営業,その他,給食施設,リベルテ竜郷　大宮,910-0016,福井市大宮６丁目１７－２４,0776-22-1165,福井市指令生衛第24-4-400号,1/17/25,1/31/31
2360,そうざい製造業,そうざい製造業,,リベルテ竜郷　大宮,910-0016,福井市大宮６丁目１７－２４,0776-22-1165,福井市指令生衛第24-4-401号,1/17/25,1/31/31
2361,飲食店営業,その他,喫茶（飲食・軽食）,リマリ,918-8239,福井市成和２丁目１１０３成和ビル１Ｆ,0776-25-3070,福井市指令生衛第21-4-106号,6/10/21,7/31/26
2362,飲食店営業,仕出し屋・弁当屋,仕出し料理,りゅう善,910-0818,福井市堂島町１３－１４,0776-53-5366,福井市指令生衛第21-4-413号,10/27/21,12/31/27
2363,魚介類販売業,魚介類販売業,仕出し料理,りゅう善,910-0818,福井市堂島町１３－１４,0776-53-5366,福井市指令生衛第21-4-414号,10/27/21,12/31/27
2364,飲食店,社交飲食,,リライム,910-0842,福井市開発５丁目１２０７コミュニティリゾートリライム,0776-52-3233,福井市指令生衛第20-2-546号,11/26/20,12/31/25
2365,飲食店営業,一般食堂・レストラン等,和風レストラン,リライム,910-0842,福井市開発５丁目１２０７コミュニティリゾートリライム,0776-52-5400,福井市指令生衛第21-4-528号,11/12/21,12/31/26
2366,飲食店営業,その他,バー,リラクゼーション　バー　Ｓ,910-0023,福井市順化１丁目８－１２片町プラザ３－ＪＫ,,福井市指令生衛第21-4-812号,3/23/22,3/31/27
2367,菓子製造業,菓子製造業,,ル・タニ,910-0134,福井市上野本町３丁目２１０１,0776-97-9123,福井市指令生衛第23-4-94号,6/13/23,9/30/28
2368,飲食店営業,その他,カフェ,ル・タニ,910-0134,福井市上野本町３丁目２１０１,0776-97-9123,福井市指令生衛第24-4-84号,6/18/24,9/30/29
2369,菓子製造業,菓子製造業,パン屋,ル・ピュイ,910-0858,福井市手寄１丁目１９―２１,0776-26-8426,福井市指令生衛第21-4-89号,7/13/21,7/31/26
2370,飲食店営業,その他,ドックカフェ,ル・ブル,918-8004,福井市西木田１丁目１７－２４,0776-58-2951,福井市指令生衛第24-3-212号,9/3/24,10/31/29
2371,飲食店営業,その他,スナック,ルーチェ,910-0023,福井市順化２丁目１３－１４コパビル　２Ｆ,0776-22-8882,福井市指令生衛第23-4-556号,4/2/24,4/30/29
2372,菓子製造業,菓子製造業,,ルオント,910-0851,福井市米松１丁目９－７パークサイド吉川１０２,0776-97-6362,福井市指令生衛第23-4-17号,5/15/23,7/31/28
2373,菓子製造業,菓子製造業,,レ・プレジュール,918-8016,福井市江端町３－４－２,0776-43-6063,福井市指令生衛第21-4-316号,9/7/21,10/31/27
2374,飲食店営業,一般食堂・レストラン等,食堂,れいちゃん,910-3552,福井市茱崎町１３－２３－１９,0776-89-2179,福井市指令生衛第23-4-128号,7/5/23,7/31/28
2375,飲食店営業,その他,ダイニングバー,レキシントン,910-0006,福井市中央３丁目１０－１２ホテルリバージュアケボノ　１Ｆ,0776-22-1000,福井市指令生衛第24-3-101号,5/28/24,11/30/29
2376,菓子製造業,パン,,レサンシエル,918-8105,福井市木田３丁目３１０７メゾンドオブジェ１Ｆ,0776-89-1816,福井市指令生衛第21-3-294号,3/7/22,10/31/28
2377,飲食店営業,その他,テイクアウト,レサンシエル,918-8105,福井市木田３丁目３１０７メゾンドオブジェ１Ｆ,0776-89-1816,福井市指令生衛第22-3-248号,11/8/22,10/31/29
2378,飲食店営業,その他,カラオケ喫茶,レスト＆喫茶　希林館,910-0016,福井市大宮１丁目７－２,0776-23-3340,福井市指令生衛第22-4-331号,11/29/22,1/31/28
2379,飲食店営業,一般食堂・レストラン等,フレンチレストラン,レストラン　アルケミスト,918-8021,福井市門前１丁目２０１,0776-63-5613,福井市指令生衛第21-4-792号,4/7/22,5/31/27
2380,飲食店,食堂,,レストラン　アルタ,918-8114,福井市羽水３丁目１０４,0776-34-1788,福井市指令生衛第20-1-248号,10/5/20,10/31/25
2381,飲食店営業,一般食堂・レストラン等,洋食店,レストラン　オオツカ,910-0005,福井市大手３丁目５－１８油田ビル１Ｆ,0776-28-3234,福井市指令生衛第22-4-203号,9/27/22,11/30/28
2382,飲食店営業,一般食堂・レストラン等,レストラン,レストラン　クルール,918-8011,福井市月見２丁目４―１福井赤十字病院本館１Ｆ,0776-36-7706,福井市指令生衛第21-4-308号,8/17/21,10/31/26
2383,飲食店,食堂,,レストラン　さくら,910-0846,福井市四ツ井２丁目８―１福井県立病院２Ｆ,0776-54-5775,福井市指令生衛第20-2-155号,5/27/20,7/31/25
2384,飲食店営業,一般食堂・レストラン等,洋食店,レストラン　せりな,910-0804,福井市高木中央１丁目３０６,0776-54-7715,福井市指令生衛第23-4-274号,10/31/23,12/31/28
2385,飲食店,食堂,,レストラン　トミー,910-0004,福井市宝永３丁目１―１国際交流会館３Ｆ,0776-28-8800,福井市指令生衛第20-2-525号,10/19/20,11/30/26
2386,飲食店営業,一般食堂・レストラン等,レストラン,レストラン　ふくしん,910-0836,福井市大和田２丁目１２１２ラブリーパートナーエルパ２Ｆ　フードコート,,福井市指令生衛第24-3-95号,7/8/24,12/31/29
2387,飲食店営業,一般食堂・レストラン等,洋食店,レストラン　ブルドック,910-0845,福井市志比口２丁目２０－２２,0776-54-3438,福井市指令生衛第22-4-17号,5/17/22,7/31/27
2388,飲食店,食堂,,レストラン　粟樹楼,910-0006,福井市中央１丁目２１―３６サンロードビル　３Ｆ,0776-22-3824,福井市指令生衛第20-2-483号,10/19/20,11/30/25
2389,飲食店営業,旅館,ホテル,レストラン　花茶屋,910-0836,福井市大和田２丁目３０６ホテルルートイン福井大和田１階,0776-52-7711,福井市指令生衛第22-4-281号,11/1/22,12/31/28
2390,飲食店,軽食,,レスポール,910-0017,福井市文京４丁目４―２１,0776-27-7806,福井市指令生衛第20-2-802号,1/14/21,2/28/26
2391,飲食店,軽食,,レモンストリート,910-0016,福井市大宮２丁目２１－３,0776-27-5248,福井市指令生衛第20-2-761号,1/21/21,2/28/26
